Run	Assay_Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center_Name	Collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_continent_or_ocean	geo_loc_name	Altitude/Depth	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample_Name	SRA Study	BioSampleModel	lat_lon	Library Name	env_biome	env_feature	env_material	Investigation_type	project_name	Host	sample_title	Description	env_type
SRR20285038	WGS	148	5661653866	PRJNA858396	SAMN29714474	3742458197	THE HONG KONG POLYTECHNIC UNIVERSITY	2014-10	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX16318552	China	Asia	China: Hong Kong		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	HT3	SRP386918	Metagenome or environmental	22.12 N 114.17 E	HT3									air
SRR20285047	WGS	148	5242773406	PRJNA858396	SAMN29714448	3485217844	THE HONG KONG POLYTECHNIC UNIVERSITY	2014-10	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX16318543	China	Asia	China: Mt. Ailao		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	AL3	SRP386918	Metagenome or environmental	24.53 N 101.02 E	AL3									air
SRR20285001	WGS	149	7789877512	PRJNA858396	SAMN29714507	4746885893	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-01	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX16318589	China	Asia	China: Waliguan		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	WL4	SRP386918	Metagenome or environmental	36.29 N 100.12 E	WL4									air
SRR20285011	WGS	149	4909143242	PRJNA858396	SAMN29714498	3136312531	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-01	public	sra,fastq	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX16318579	Thailand	Asia	Thailand: Phitsanulok		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	T4	SRP386918	Metagenome or environmental	16.75 N 100.5 E	T4									air
SRR20285036	WGS	148	5990475242	PRJNA858396	SAMN29714449	3871016069	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-01	public	fastq,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX16318554	China	Asia	China: Mt. Ailao		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	AL4	SRP386918	Metagenome or environmental	24.53 N 101.03 E	AL4									air
SRR2962521	WGS	602	25630752	PRJNA302723	SAMN04278918	16107604	PKU	2015-04	public	fastq,sra	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX1453495	China	Asia	China:Yunnan		Illumina MiSeq	SINGLE	PCR	METAGENOMIC	freshwater metagenome	ILLUMINA	2015-11-29T00:00:00Z	EWAp5	SRP066731	MIMS.me,MIGS/MIMS/MIMARKS.water	25.70 N 100.24 E		plateau	Lake	water						freshwater
SRR20285005	WGS	149	7774954596	PRJNA858396	SAMN29714504	4718145789	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-04	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX16318585	China	Asia	China: Waliguan		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	WL1	SRP386918	Metagenome or environmental	36.29 N 100.9 E	WL1									air
SRR20285015	WGS	149	5335750782	PRJNA858396	SAMN29714495	3422990937	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-04	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	SRX16318575	Thailand	Asia	Thailand: Phitsanulok		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	T1	SRP386918	Metagenome or environmental	16.75 N 100.2 E	T1									air
SRR20285059	WGS	148	5969182540	PRJNA858396	SAMN29714446	3891931810	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-04	public	fastq,sra	ncbi,s3,gs	ncbi.public,gs.US,s3.us-east-1	SRX16318531	China	Asia	China: Mt. Ailao		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	AL1	SRP386918	Metagenome or environmental	24.53 N 101.02 E	AL1									air
SRR19040851	WGS	251	879162685	PRJNA833075	SAMN27958069	397300462	TUFTS UNIVERSITY	2015-05	public	fastq,sra	s3,gs	s3.us-east-1,gs.US	SRX15115052	USA	North America	USA: Clarkston, UT		NextSeq 550	PAIRED	RANDOM	METAGENOMIC	food fermentation metagenome	ILLUMINA	2022-05-02T00:00:00Z	CQ	SRP373225	MIMS.me,MIGS/MIMS/MIMARKS.miscellaneous	42.42 N 71.13 W	CQ									air
SRR19769803	WGS	300	15422849100	PRJNA842732	SAMN28768667	6275862302	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX15814442	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A22	SRP382930	Metagenome or environmental	3.312967 S 54.909667 W	M_A22									soil
SRR19769804	WGS	300	13603262100	PRJNA842732	SAMN28768666	5528449290	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	SRX15814441	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A15	SRP382930	Metagenome or environmental	3.312967 S 54.909667 W	M_A15									soil
SRR19769805	WGS	300	14965756500	PRJNA842732	SAMN28768665	6031052729	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	sra,fastq	ncbi,gs,s3	s3.us-east-1,gs.US,ncbi.public	SRX15814440	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A14	SRP382930	Metagenome or environmental	3.312967 S 54.909667 W	M_A14									soil
SRR19769806	WGS	300	13287041400	PRJNA842732	SAMN28768664	5398679735	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX15814439	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A13	SRP382930	Metagenome or environmental	3.312967 S 54.909667 W	M_A13									soil
SRR19769807	WGS	300	23978853000	PRJNA842732	SAMN28768663	9231595816	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	SRX15814438	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A12	SRP382930	Metagenome or environmental	3.295667 S 54.962983 W	M_A12									soil
SRR19769808	WGS	300	12675850200	PRJNA842732	SAMN28768662	5189272225	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX15814437	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A11	SRP382930	Metagenome or environmental	3.295667 S 54.962983 W	M_A11									soil
SRR19769809	WGS	300	11968587900	PRJNA842732	SAMN28768661	4928469507	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.US	SRX15814436	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A10	SRP382930	Metagenome or environmental	3.295667 S 54.962983 W	M_A10									soil
SRR19769810	WGS	300	14566529400	PRJNA842732	SAMN28768660	6044918229	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX15814435	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A3	SRP382930	Metagenome or environmental	3.295667 S 54.962983 W	M_A3									soil
SRR19769811	WGS	300	16574219700	PRJNA842732	SAMN28768669	6742636960	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX15814434	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A24	SRP382930	Metagenome or environmental	3.312967 S 54.909667 W	M_A24									soil
SRR19769812	WGS	300	12818919300	PRJNA842732	SAMN28768668	5233172272	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	sra,fastq	gs,s3,ncbi	s3.us-east-1,gs.US,ncbi.public	SRX15814433	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A23	SRP382930	Metagenome or environmental	3.312967 S 54.909667 W	M_A23									soil
SRR19769813	WGS	300	13220318100	PRJNA842732	SAMN28768659	5477562072	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	SRX15814432	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A2	SRP382930	Metagenome or environmental	3.295667 S 54.962983 W	M_A2									soil
SRR19769814	WGS	300	15397944900	PRJNA842732	SAMN28768658	6219868576	CENTER FOR NUCLEAR ENERGY IN AGRICULTURE - UNIVERSITY OF SAO PAULO	2015-07	public	fastq,sra	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.US	SRX15814431	Brazil	South America	Brazil: Eastern Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-21T00:00:00Z	M_A1	SRP382930	Metagenome or environmental	3.295667 S 54.962983 W	M_A1									soil
SRR20285004	WGS	149	7890582040	PRJNA858396	SAMN29714505	4629893059	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-07	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX16318586	China	Asia	China: Waliguan		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	WL2	SRP386918	Metagenome or environmental	36.29 N 100.10 E	WL2									air
SRR20285013	WGS	149	4608125388	PRJNA858396	SAMN29714496	2996955872	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-07	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX16318577	Thailand	Asia	Thailand: Phitsanulok		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	T2	SRP386918	Metagenome or environmental	16.75 N 100.3 E	T2									air
SRR15669396	WGS	602	2312735306	PRJNA757720	SAMN20971267	1599085665	UNIVERSITY OF SOUTHERN CALIFORNIA	2015-07	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX11966061	USA	North America	USA: California, Castaic Lake		Illumina MiSeq	PAIRED	RANDOM	METAGENOMIC	freshwater metagenome	ILLUMINA	2021-08-30T00:00:00Z	FW_Castaic_Lake	SRP334725	MIMS.me,MIGS/MIMS/MIMARKS.water	34.5258 N 118.6050 W	Castaic_Lake									freshwater
SRR20285012	WGS	149	7825164524	PRJNA858396	SAMN29714497	4818238760	THE HONG KONG POLYTECHNIC UNIVERSITY	2015-10	public	fastq,sra	ncbi,s3,gs	gs.US,s3.us-east-1,ncbi.public	SRX16318578	Thailand	Asia	Thailand: Phitsanulok		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	T3	SRP386918	Metagenome or environmental	16.75 N 100.4 E	T3									air
SRR19663812	WGS	200	7710551885	PRJNA849167	SAMN29042205	2886303310	UNIVERSITY OF SAO PAULO	2015-11	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	SRX15713248	Brazil	South America	Brazil: Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-15T00:00:00Z	F3	SRP381906	Metagenome or environmental	2.855444 S 54.958361 W	F3									soil
SRR19663813	WGS	200	8445469048	PRJNA849167	SAMN29042204	3172068648	UNIVERSITY OF SAO PAULO	2015-11	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	SRX15713247	Brazil	South America	Brazil: Amazon		Illumina HiSeq 2500	PAIRED	RANDOM	METAGENOMIC	soil metagenome	ILLUMINA	2022-06-15T00:00:00Z	P1	SRP381906	Metagenome or environmental	3.129139 S 54.954306 W	P1									soil
SRR14825171	WGS	302	302	PRJNA736108	SAMN19709231	26980	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	sra,fastq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.US	SRX11154839	Germany	Europe	Germany: Heidelberg		Illumina NovaSeq 6000	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.055.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.055.CTL_lib						not applicable			air
SRR14825185	WGS	299	2081047	PRJNA736108	SAMN19709218	823330	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	sra,fastq	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX11154825	Germany	Europe	Germany: Heidelberg		Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.052.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.052.CTL_lib						not applicable			air
SRR14825245	WGS	301	155478	PRJNA736108	SAMN19709164	126922	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX11154765	Germany	Europe	Germany: Heidelberg		Illumina NovaSeq 6000	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.038.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.038.CTL_lib						not applicable			air
SRR14825251	WGS	301	4220	PRJNA736108	SAMN19709159	83091	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	fastq,sra	ncbi,s3,gs	s3.us-east-1,ncbi.public,gs.US	SRX11154759	Germany	Europe	Germany: Heidelberg		Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.037.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.037.CTL_lib						not applicable			air
SRR14825257	WGS	301	832026	PRJNA736108	SAMN19709153	332477	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	sra,fastq	gs,ncbi,s3	s3.us-east-1,gs.US,ncbi.public	SRX11154753	Germany	Europe	Germany: Heidelberg		Illumina NovaSeq 6000	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.036.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.036.CTL_lib						not applicable			air
SRR14825263	WGS	301	34372587	PRJNA736108	SAMN19709148	10444620	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	fastq,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	SRX11154747	Germany	Europe	Germany: Heidelberg		Illumina NovaSeq 6000	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.035.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.035.CTL_lib						not applicable			air
SRR14825268	WGS	301	32845454	PRJNA736108	SAMN19709143	9945008	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	fastq,sra	s3,ncbi,gs	s3.us-east-1,gs.US,ncbi.public	SRX11154742	Germany	Europe	Germany: Heidelberg		Illumina NovaSeq 6000	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.034.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.034.CTL_lib						not applicable			air
SRR14825276	WGS	299	929655	PRJNA736108	SAMN19709136	361574	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	fastq,sra	ncbi,s3,gs	gs.US,ncbi.public,s3.us-east-1	SRX11154734	Germany	Europe	Germany: Heidelberg		Illumina NovaSeq 6000	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.033.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.033.CTL_lib						not applicable			air
SRR14825400	WGS	251	4854306	PRJNA736108	SAMN19709024	1754803	THE JACKSON LABORATORY FOR GENOMIC MEDICINE	2016/2018	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX11154980	Germany	Europe	Germany: Heidelberg		Illumina HiSeq 2500	PAIRED	size fractionation	METAGENOMIC	air metagenome	ILLUMINA	2022-04-28T00:00:00Z	SCC.DE.008.CTL	SRP324179	Metagenome or environmental	49.41690 N 8.66307 E	SCC.DE.008.CTL_lib						not applicable			air
SRR20285027	WGS	149	6178416038	PRJNA858396	SAMN29714484	3891027898	THE HONG KONG POLYTECHNIC UNIVERSITY	2016-01	public	fastq,sra	ncbi,gs,s3	gs.US,ncbi.public,s3.us-east-1	SRX16318563	Malaysia	Asia	Malaysia: Bachok		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-18T00:00:00Z	M4	SRP386918	Metagenome or environmental	6.01 N 102.46 E	M4									air
ERR2586116	WGS	292	10314878685	PRJEB26788	SAMEA4668152	4125472010	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	s3,gs	gs.US,s3.us-east-1	ERX2602913	Cyprus	Asia			Illumina HiSeq 3000	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2163_A_L003_CY14	ERP108804		35.038 N 33.057 E	2163_A_L003	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586117	WGS	299	11205190983	PRJEB26788	SAMEA4668153	5027265168	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX2602914	Cyprus	Asia			Illumina HiSeq 3000	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2163_B_L002_CY19	ERP108804		35.038 N 33.057 E	2163_B_L002	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586118	WGS	294	9421567557	PRJEB26788	SAMEA4668154	3785536837	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	ERX2602915	Cyprus	Asia			Illumina HiSeq 3000	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2165_A_L004_CY20	ERP108804		35.038 N 33.057 E	2165_A_L004	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586119	WGS	296	9022095138	PRJEB26788	SAMEA4668155	4037300067	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX2602916	Cyprus	Asia			Illumina HiSeq 3000	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2165_B_L002_CY32	ERP108804		35.038 N 33.057 E	2165_B_L002	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586120	WGS	471	7512605423	PRJEB26788	SAMEA4668156	3559249165	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	fastq,sra	gs,s3	gs.US,s3.us-east-1	ERX2602917	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2429_A_L001_CY18	ERP108804		35.038 N 33.057 E	2429_A_L001	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586121	WGS	485	10577915481	PRJEB26788	SAMEA4668157	5521353559	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	ERX2602918	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2429_A_L002_CY18	ERP108804		35.038 N 33.057 E	2429_A_L002	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586122	WGS	499	18909520236	PRJEB26788	SAMEA4668158	9792385044	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.US	ERX2602919	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2429_B_L002_CY23	ERP108804		35.038 N 33.057 E	2429_B_L002	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586123	WGS	500	20460749518	PRJEB26788	SAMEA4668159	10648341004	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	gs,s3	s3.us-east-1,gs.US	ERX2602920	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2429_C_L002_CY31	ERP108804		35.038 N 33.057 E	2429_C_L002	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586124	WGS	500	20669390463	PRJEB26788	SAMEA4668160	9859730031	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	ERX2602921	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2429_D_L001_CY48	ERP108804		35.038 N 33.057 E	2429_D_L001	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586132	WGS	501	12160876873	PRJEB26788	SAMEA4668160	6086398148	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	ERX2602929	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2429_D_L001_CY48	ERP108804		35.038 N 33.057 E	2612_D_L001	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586125	WGS	501	20550962002	PRJEB26788	SAMEA4668161	10611098805	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	gs,s3	gs.US,s3.us-east-1	ERX2602922	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	2456_A_L002_CY26	ERP108804		35.038 N 33.057 E	2456_A_L002	air	air	air	metagenome	Shotgun_Metagenomics				air
ERR2586130	WGS	501	8329913256	PRJEB26788	SAMEA4668166	4112397462	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	fastq,sra	s3,gs	gs.US,s3.us-east-1	ERX2602927	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA4668166	ERP108804		34.963 N 32.377 E	2612_M_L001	lichen	lichen	lichen	metagenome	Shotgun_Metagenomics				air
ERR2586131	WGS	501	8245685050	PRJEB26788	SAMEA4668167	4079490535	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	ERX2602928	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA4668167	ERP108804		34.963 N 32.377 E	2612_M_L002	lichen	lichen	lichen	metagenome	Shotgun_Metagenomics				air
ERR2586126	WGS	500	16842718052	PRJEB26788	SAMEA4668162	7972313341	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	fastq,sra	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.US	ERX2602923	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA4668162	ERP108804		35.038 N 33.057 E	2500_A_L001	soil	soil	soil	metagenome	Shotgun_Metagenomics				air
ERR2586127	WGS	501	16409913374	PRJEB26788	SAMEA4668163	7924810891	MPIC (MAX-PLANCK-INSTITUTE FOR CHEMISTRY, GERMANY)	2016-04	public	sra,fastq	s3,gs	s3.us-east-1,gs.US	ERX2602924	Cyprus	Asia			Illumina HiSeq 2500	PAIRED	unspecified	METAGENOMIC	air metagenome	ILLUMINA	2021-05-19T00:00:00Z	SAMEA4668163	ERP108804		34.963 N 32.377 E	2500_B_L001	soil	soil	soil	metagenome	Shotgun_Metagenomics				air
SRR20284990	WGS	148	6004025888	PRJNA858396	SAMN29714454	3925803809	THE HONG KONG POLYTECHNIC UNIVERSITY	2016-04	public	fastq,sra	gs,s3	s3.us-east-1,gs.US	SRX16318600	China	Asia	China: Guangzhou		Illumina HiSeq X	PAIRED	RANDOM	METAGENOMIC	air metagenome	ILLUMINA	2022-07-20T00:00:00Z	CH1	SRP386918	Metagenome or environmental	23.65 N 113.62 E	CH1									air
